Judul,Isi Berita,Link,Kategori
Kronologi Lengkap Kasus Mutilasi Mahasiswa UMY,"Yogyakarta – Dua terdakwa kasus mutilasi terhadap mahasiswa Universitas Muhammadiyah Yogyakarta (UMY) Redho Tri Agustian menjalani sidang perdana di Pengadilan Negeri (PN) Sleman, Daerah Istimewa Yogyakarta, Rabu 22 November 2023.
Dua terdakwa dalam kasus mutilasi ini adalah Waliyin (29) dan Ridduan (38). Keduanya menjalani sidang perdana yang digelar dengan dipimpin majelis hakim Cahyono dan didampingi dua hakim anggota yaitu Edy Antonno dan Hernawan.
Sementara Jaksa Penuntun Umum (JPU) yaitu Hanifah dan Evita Christin Pranatasari. JPU dalam sidang perdana ini membacakan surat dakwaan kepada dua terdakwa.
Dalam surat dakwaan itu terungkap kronologi lengkap dari kasus mutilasi terhadap korban Redho. Termasuk tentang aktivitas seksual menyimpang yang terjadi di dalamnya.
Evita mengatakan kasus mutilasi terhadap korban Redho ini berawal pada Minggu 9 Juli 2023 terdakwa dua yaitu Ridduan mendapatkan pesan di grup Facebook. Grup ini beranggotakan orang-orang yang memiliki penyimpangan seksual Bondage Dominance Sadism and Masochism (BDSM).
""Terdakwa dua (Ridduan) menghubungi terdakwa satu (Waliyin) yang berada di grup yang sama setelah mendapatkan pesan dari grup. Terdakwa satu menyetujui permainannya dilakukan di kosnya Krapyak, Triharjo, Sleman,"" kata Evita.
Kemudian pada Senin 10 Juli 2023 pukul 07.00 WIB terdakwa dua Ridduan pun berangkat ke Yogyakarta. Terdakwa dua Ridduan berangkat dengan memakai kereta api jurusan Jakarta-Yogyakarta.
Setibanya di Yogyakarta pukul 15.00 WIB, terdakwa dua Ruddian kemudian dijemput oleh terdakwa satu Waliyin. Berboncengan sepeda motor, keduanya kemudian berangkat menuju ke kos yang ditinggali terdakwa satu Waliyin di daerah Krapyak, Kabupaten Sleman, DIY.

Terdakwa satu Waliyin kemudian pada Senin 11 Juli 2023 menjemput korban Redho di tempat kosnya di Tamantirto, Kecamatan Kasihan, Kabupaten Bantul, DIY. Terdakwa satu Waliyin menjemput korban sekitar pukul 23.00 WIB.

Terdakwa satu Waliyin dan korban Redho kemudian berboncengan sepeda motor menuju kos di Krapyak, Kabupaten Sleman. Di kos milik terdakwa satu Waliyin ini sudah menunggu terdakwa dua Ruddian.

""Terdakwa dua (Ruddian) sudah menunggu di kos. Kemudian terdakwa satu (Waliyin) keluar meninggalkan kos. Terdakwa dua (Ruddian) dan korban masuk ke kamar tengah,"" ungkap Evita.
Terdakwa dua Ruddian dan korban Redho kemudian melakukan aktivitas seksual. Terdakwa dua Ruddian mengikat korban Redho dibagian tangan dan kaki demi memuaskan hasrat seksualnya.
Kemudian dia mengikat tangan dan kaki korban dengan memakai tali berwarna putih. Tak hanya itu, mulut korban Redho juga ditutup terdakwa dua Ruddian dengan lakban.
Usai mengikat korban Redho, terdakwa dua Ruddian memukuli korban di bagian perut dan dada dengan tangan kosong selama 15 menit. Setelah mengetahui korbannya kesakitan, terdakwa dua Ruddian beristirahat sejenak.
Usai beristirahat terdakwa dua Ruddian kembali memukuli korban Redho hingga terjatuh tak berdaya. Melihat korban Redho tak berdaya, terdakwa dua Ruddian kemudian menelpon terdakwa satu Waliyin untuk kembali ke kamar kos.
Saat itu kedua terdakwa sempat mengecek kondisi korban Redho di bagian leher dan masih merasakan ada detak nadi. ""Terdakwa satu Waliyin kemudian mengajak terdakwa dua Ruddian untuk membunuh korban,"" ucap Evita.
Usai membunuh korban, kedua terdakwa kemudian memutilasi tubuh korban. Tubuh korban kemudian dibuang kedua terdakwa ke beberapa lokasi. Kedua terdakwa untuk menghilangkan sidik jari dan jejak korban, sempat merebus beberapa bagian tubuh korban.
Usai membuang potongan tubuh korban, terdakwa dua Ridduan kemudian pulang ke Jakarta dengan menggunakan kereta api.
Evita dalam dakwaan primairnya mendakwa kedua terdakwa dengan Pasal 340 KUHP juncto Pasal 55 ayat 1 KUHP subsider Pasal 338 KUHP jo Pasal 351 ayat 1 ke 1 KUHP serta Pasal 351 ayat 3 KUHP jo Pasal 55 ayat (1) ke 1 KUHP tentang pembunuhan berencana dengan ancaman hukuman mati.
Usai JPU membacakan dakwaannya, Ketua Majelis Hakim Cahyono menanyakan apakah kedua terdakwa akan melakukan eksepsi. Kedua terdakwa usai berdiskusi dengan penasehat hukumnya kemudian memutuskan tidak melakukan eksepsi.",https://www.viva.co.id/berita/kriminal/1660261-kronologi-lengkap-kasus-mutilasi-mahasiswa-umy?page=all,politik
"Firli Bahuri Ditetapkan Tersangka, Eks Pegawai KPK: Alhamdulillah","Jakarta – Ketua wadah pegawai KPK Yudi Purnomo Harahap langsung memberikan sebuah respons usai Polda Metro Jaya resmi menetapkan Ketua KPK Firli Bahuri sebagai tersangka dugaan pemerasan ke Syahrul Yasin Limpo.
""Alhamdulillah, akhirnya, masa depan pemberantasan korupsi setidaknya akan ada harapan cerah, terima kasih polda metro jaya atas kerja keras dan profesional membersihkan KPK dari unsur korupsi,"" ujar Yudi daat dikonfirmasi wartawan, Kamis 23 November 2023 dinihari.
Yudi menuturkan kalau status Firli Bahuri bisa menjadi nonaktif usai resmi jadi tersangka. Dia pun berharap kalau Firli Bahuri bisa mundur sebagai ketua KPK.
""Oleh karena itu sebaiknya Firli mundur daripada jadi beban KPK,"" tegasnya.
Sebelumnya diberitakan, Polda Metro Jaya menetapkan Ketua Komisi Pemberantasan Korupsi, Firli Bahuri jadi tersangka kasus dugaan pemerasan terhadap eks Menteri Pertanian, Syahrul Yasin Limpo dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021.
""Menetapkan Saudara FB, selaku Ketua KPK RI sebagai tersangka,"" kata Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Rabu 22 November 2023.",https://www.viva.co.id/berita/nasional/1660271-firli-bahuri-ditetapkan-tersangka-eks-pegawai-kpk-alhamdulillah?page=all,politik
"Tutupi Wajah Seperti Ninja, Caleg PKB Ngamuk Serang Kompetitor di Pasuruan","Pasuruan – Seorang Caleg muda PKB Kabupaten Pasuruan bernama Tri Wahyudi menyelinap ke kediaman sesama Caleg PKB, A Wasik Rahman Hamzah. Tri menyelinap berpakaian bak ninja melakukan penyerangan menggunakan tongkat besi ke keluarga A Wasik.
Tri Wahyudi adalah Caleg PKB Dapil 6, meliputi Kecamatan Sukorejo, Pandaan dan Prigen Kabupaten Pasuruan. Korban yang diserang juga Caleg satu dapil dengan Tri Wahyudi di Pileg 2024 mendatang.
Dalam rekaman CCTV rumah, keluarga A Wasik tampak menyerang balik menggunakan bangku murid mengaji dan peralatan menyapu untuk menghindari serangan ayunan tongkat besi yang dilakukan Tri Wahyudi.
Tri Wahyudi yang kemudian berhasil dilumpuhkan lalu dihajar dan diikat kemudian diserahkan ke Mapolsek Pandaan, Polres Pasuruan.
A Wasik Rahman Hamzah adalah Anggota DPRD Kabupaten Pasuruan Komisi 4. Dia mengatakan jika serangan ini terjadi pada pukul 20.00 WIB Selasa, 21 November 2023 kemarin. Awalnya pelaku bertamu ke rumahnya diterima langsung oleh istrinya di ruang tamu.
Saat itu A Wasik sedang kegiatan diluar dan istrinya yang tidak mengenal Tri Wahyudi pun memberitahukan kepada A Wasik kalau ada tamu.
Tak lama kemudian, Tri Wahyudi pamit ke toilet yang ada di luar dan kemudian tidak kembali ke ruang tamu. Sementara motornya tetap terparkir di halaman rumah yang jadi satu dengan lembaga pendidikan Al-Quran (TPQ).
""Saya yang datang sekitar pukul 22.00 WIB pun heran, ini motor siapa yang parkir. Saya tanya istri dan keluarga saya, semuanya tidak kenal. Akhirnya saya minta saudara saya menutup gerbang agar motornya tidak hilang dan saya masuk ke rumah untuk mandi,"" kata A Wasik pada Rabu, 22 November 2023 saat ditemui di rumahnya.
Belum sempat mandi terdengar suara gedoran pintu di lantai dua rumah, hingga membuat istrinya kaget. Wasik pun kemudian mengeceknya menggunakan senter ke lantai dua rumah.
""Di lantai dua tiba-tiba ada laki-laki (Tri Wahyudi) yang berpenutup wajah kayak ninja. Akhirnya senter-senteran, dia pakai kayak laser. Saya suruh turun. Tapi dia terus teriak sampai seluruh keluarga saya, kakak saya keluar dan mengira ada maling,"" ujar A Wasik.
Setelah itu, Wasik mengatakan Tri Wahyudi kabur ke ruangan kelas madrasah TPQ yang berdampingan dengan lantai dua rumahnya.
Wasik dan keluarnya pun kemudian mengejar dan terlibat aksi saling dorong pintu di ruangan kelas tempat persembunyian Tri Wahyudi. Lalu, Tri Wahyudi yang kalah dorongan, langsung menyerang menggunakan dua tongkat besi.
Para keluarga Wasik yang menggunakan alat seadanya pun berhasil menangkis, hingga membuat Tri Wahyudi kembali masuk ke dalam kelas. Kalah jumlah, Tri Wahyudi pun berhasil dilumpuhkan. Setelah itu barulah diketahui bahwa pelaku penyerangan adalah Tri Wahyudi yang sama-sama caleg dari PKB.
""Setelah dia diamankan ke Polsek, Orang tuanya Y (Tri Wahyudi) dipanggil, saya juga dipanggil untuk menyampaikan kronologi. Dalam pembicaraan kemarin dari orang tua ternyata mohon maaf si Y ini ada semacam depresi atau bagaimana gitu,"" tutur A Wasik.
Di satu sisi, Tri Wahyudi melalui media sosial pribadinya di Instagram mengungkapkan jika Wasik lah yang mengeroyoknya. ""Tetap stylish meskipun dikeroyok @bolomaswasik, di Sidomukti, Pandaan,"" tulis Tri Wahyudi dalam unggahan statusnya di akun Instagramnya.
Tri Wahyudi atau Yudi pun juga menyelipkan kata-kata aktivis Soe Hoek Gie. ""Lebih baik diasingkan dari pada menyerah pada kemunafikan,"" tulis Tri Wahyudi.
Namun, hingga sampai saat ini Tri Wahyudi belum bisa dihubungi untuk dikonfirmasi.",https://www.viva.co.id/berita/nasional/1660212-tutupi-wajah-seperti-ninja-caleg-pkb-ngamuk-serang-kompetitor-di-pasuruan?page=all,politik
"Rizky Billar Lelang Mobil Pertamanya Rp250 Juta Buat Palestina, Apa Istimewanya?",Konten tidak ditemukan.,https://www.100kpj.com/mobil/21064-rizky-billar-lelang-mobil-pertamanya-rp250-juta-buat-palestina-apa-istimewanya?page=all,politik
"Jepang Wajibkan Tes TBC Bagi Wisatawan dari 6 Negara, Ini Alasannya",Konten tidak ditemukan.,https://www.sahijab.com/update/8460-jepang-wajibkan-tes-tbc-bagi-wisatawan-dari-6-negara-ini-alasannya?page=all,politik
"Kontroversi Seunghan RIIZE Sebelum Hiatus, BLACKPINK Syok Dipuji Raja Charles III",Konten tidak ditemukan.,https://www.intipseleb.com/lokal/88900-kontroversi-seunghan-riize-sebelum-hiatus-blackpink-syok-dipuji-raja-charles-iii?page=all,politik
"Dangdut Populer: Potret Happy Asmara Waktu Masih SMA, Lesti Kejora Larang Billar Tinju",Konten tidak ditemukan.,https://jagodangdut.intipseleb.com/artikel/40157-dangdut-populer-potret-happy-asmara-waktu-masih-sma-lesti-kejora-larang-billar-tinju?page=all,politik
Kronologi Lengkap Kasus Mutilasi Mahasiswa UMY,"Yogyakarta – Dua terdakwa kasus mutilasi terhadap mahasiswa Universitas Muhammadiyah Yogyakarta (UMY) Redho Tri Agustian menjalani sidang perdana di Pengadilan Negeri (PN) Sleman, Daerah Istimewa Yogyakarta, Rabu 22 November 2023.
Dua terdakwa dalam kasus mutilasi ini adalah Waliyin (29) dan Ridduan (38). Keduanya menjalani sidang perdana yang digelar dengan dipimpin majelis hakim Cahyono dan didampingi dua hakim anggota yaitu Edy Antonno dan Hernawan.
Sementara Jaksa Penuntun Umum (JPU) yaitu Hanifah dan Evita Christin Pranatasari. JPU dalam sidang perdana ini membacakan surat dakwaan kepada dua terdakwa.
Dalam surat dakwaan itu terungkap kronologi lengkap dari kasus mutilasi terhadap korban Redho. Termasuk tentang aktivitas seksual menyimpang yang terjadi di dalamnya.
Evita mengatakan kasus mutilasi terhadap korban Redho ini berawal pada Minggu 9 Juli 2023 terdakwa dua yaitu Ridduan mendapatkan pesan di grup Facebook. Grup ini beranggotakan orang-orang yang memiliki penyimpangan seksual Bondage Dominance Sadism and Masochism (BDSM).
""Terdakwa dua (Ridduan) menghubungi terdakwa satu (Waliyin) yang berada di grup yang sama setelah mendapatkan pesan dari grup. Terdakwa satu menyetujui permainannya dilakukan di kosnya Krapyak, Triharjo, Sleman,"" kata Evita.
Kemudian pada Senin 10 Juli 2023 pukul 07.00 WIB terdakwa dua Ridduan pun berangkat ke Yogyakarta. Terdakwa dua Ridduan berangkat dengan memakai kereta api jurusan Jakarta-Yogyakarta.
Setibanya di Yogyakarta pukul 15.00 WIB, terdakwa dua Ruddian kemudian dijemput oleh terdakwa satu Waliyin. Berboncengan sepeda motor, keduanya kemudian berangkat menuju ke kos yang ditinggali terdakwa satu Waliyin di daerah Krapyak, Kabupaten Sleman, DIY.

Terdakwa satu Waliyin kemudian pada Senin 11 Juli 2023 menjemput korban Redho di tempat kosnya di Tamantirto, Kecamatan Kasihan, Kabupaten Bantul, DIY. Terdakwa satu Waliyin menjemput korban sekitar pukul 23.00 WIB.

Terdakwa satu Waliyin dan korban Redho kemudian berboncengan sepeda motor menuju kos di Krapyak, Kabupaten Sleman. Di kos milik terdakwa satu Waliyin ini sudah menunggu terdakwa dua Ruddian.

""Terdakwa dua (Ruddian) sudah menunggu di kos. Kemudian terdakwa satu (Waliyin) keluar meninggalkan kos. Terdakwa dua (Ruddian) dan korban masuk ke kamar tengah,"" ungkap Evita.
Terdakwa dua Ruddian dan korban Redho kemudian melakukan aktivitas seksual. Terdakwa dua Ruddian mengikat korban Redho dibagian tangan dan kaki demi memuaskan hasrat seksualnya.
Kemudian dia mengikat tangan dan kaki korban dengan memakai tali berwarna putih. Tak hanya itu, mulut korban Redho juga ditutup terdakwa dua Ruddian dengan lakban.
Usai mengikat korban Redho, terdakwa dua Ruddian memukuli korban di bagian perut dan dada dengan tangan kosong selama 15 menit. Setelah mengetahui korbannya kesakitan, terdakwa dua Ruddian beristirahat sejenak.
Usai beristirahat terdakwa dua Ruddian kembali memukuli korban Redho hingga terjatuh tak berdaya. Melihat korban Redho tak berdaya, terdakwa dua Ruddian kemudian menelpon terdakwa satu Waliyin untuk kembali ke kamar kos.
Saat itu kedua terdakwa sempat mengecek kondisi korban Redho di bagian leher dan masih merasakan ada detak nadi. ""Terdakwa satu Waliyin kemudian mengajak terdakwa dua Ruddian untuk membunuh korban,"" ucap Evita.
Usai membunuh korban, kedua terdakwa kemudian memutilasi tubuh korban. Tubuh korban kemudian dibuang kedua terdakwa ke beberapa lokasi. Kedua terdakwa untuk menghilangkan sidik jari dan jejak korban, sempat merebus beberapa bagian tubuh korban.
Usai membuang potongan tubuh korban, terdakwa dua Ridduan kemudian pulang ke Jakarta dengan menggunakan kereta api.
Evita dalam dakwaan primairnya mendakwa kedua terdakwa dengan Pasal 340 KUHP juncto Pasal 55 ayat 1 KUHP subsider Pasal 338 KUHP jo Pasal 351 ayat 1 ke 1 KUHP serta Pasal 351 ayat 3 KUHP jo Pasal 55 ayat (1) ke 1 KUHP tentang pembunuhan berencana dengan ancaman hukuman mati.
Usai JPU membacakan dakwaannya, Ketua Majelis Hakim Cahyono menanyakan apakah kedua terdakwa akan melakukan eksepsi. Kedua terdakwa usai berdiskusi dengan penasehat hukumnya kemudian memutuskan tidak melakukan eksepsi.",https://www.viva.co.id/berita/kriminal/1660261-kronologi-lengkap-kasus-mutilasi-mahasiswa-umy?page=all,kriminal
"Tipu-Tipu Tiket Coldplay Raup Rp1,2 M, Begini Modus Pelaku Kelabui Korban","Jakarta- Kasus tipu-tipu tiket Coldplay terjadi lagi. Kali ini, Polres Metro Jakarta Selatan menerima laporan soal dugaan penipuan modus jual-beli tiket konser Coldplay dengan kerugian korbannya mencapai Rp 1,2 miliar.
""(Kerugian) satu Rp 40 juta, satu lagi Rp1,2 M,"" ucap Wakil Satuan Reserse Kriminal Polres Metro Jakarta Selatan, Komisaris Polisi Henrikus Yossi kepada wartawan, Rabu 22 November 2023.
Sejauh ini, ada dua laporan baru di Polres Metro Jaksel. Modusnya hampir sama dengan yang ditangani Polres Metro Jakarta Pusat. Pelaku menjanjikan korban tiket, tapi sampai konser dimulai korban tak menerimanya. Pihaknya masih mendalami kasus ini.
""Beda (kasusnya), tapi modusnya sama. Modus tiket fiktif, tiket konsernya pas hari-H nggak ada,"" kata dia.
Pelaku yang diketahui berinisial DA mengklaim orang tuanya seorang agen travel yang punya jatah 310 tiket konser.  Hal itu ternyata menarik minat para korban yang merupakan reseller.
""Modusnya menyampaikan bahwa orang tuanya punya agen travel tiket, agen tiket gitu, dan punya kuota sekian ratus tiket. Ngakunya punya usaha tiket, agen travel gitu. Sehingga diberikan kuota totalnya 310 tiket,"" katanya.
Tapi, saat ditagih pelaku terus berdalih dan tiket tidak didapat para korban hingga konser berlangsung pada Rabu, 15 November 2023 lalu. Henrikus mengimbau masyarakat yang merasa jadi korban penipuan dengan modus serupa melapor ke pihaknya. Dia pun minta masyarakat terus berhati-hati dengan modus serupa kedepannya.
""Penipuannya di bulan Mei itu. Mei itu kan mulai ada pemesanan tiket, pas bulan Mei itu. Tapi baru ketahuannya mendekati hari H konser kok nggak ada kabar. Ini malah nggak ada tiketnya ini, udah transfer nggak ada tiket, nggak ada tiketnya. Banyak alasan (saat ditagih), alasannya belum dapat tiket dsb. cuman kan ini terlapor nya belum diperiksa, jadi kita belum mendalami faktanya seperti apa,"" kata dia lagi.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 Miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1660199-tipu-tipu-tiket-coldplay-raup-rp1-2-m-begini-modus-pelaku-kelabui-korban?page=all,kriminal
"Ghisca Debora Refund Uang Tipu-Tipu Tiket Coldplay, Tapi...","Jakarta- Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung Rp15 miliar, mengklaim sudah mengembalikan uang para korban yang ditipu.
Hal itu diungkap Kepala Satuan Reserse Kriminal Polres Metro Jakarta Pusat, Komisaris Polisi Chandra Mata Rohansyah. Kata dia, refund diberikan kepada para korban diluar dari beberapa laporan polisi (LP) yang diterima pihaknya.
“Ada (yang di refund). Angka pastinya belum tau, untuk yang direfund katanya (Ghisca) umumnya diluar LP,” ujar dia kepada wartawan, Rabu 22 November 2023.
Perihal penyelesaian kasus secara restorative justice belum akan ditempuh. Pasalnya, pihak Ghisca belum bersedia mengganti kerugian para korban yang melaporkannya sampai dia berujung dibui. Adapun total kerugian dari beberapa laporan yang menjadi dasar penetapan Ghisca sebagai tersangka adalah Rp5,1 miliar.
“Sampai saat ini belum ada upaya (me-refund) ataupun permohonan penegakan hukum RJ dari para pihak,” kata dia.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 Miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1660169-ghisca-debora-refund-uang-tipu-tipu-tiket-coldplay-tapi?page=all,kriminal
"Detik-detik Pria Boncengan dengan Istri Hajar Sopir Ambulans, Ngakunya Anggota TNI","Jakarta - Viral di media sosial, video menunjukan sopir ambulans dipukul di kawasan Matraman, Jakarta Timur. Narasi akun yang mem-posting video menyebut pemukulan dilakukan oleh pria yang mengaku sebagai oknum anggota TNI.
Salah satu yang mengunggah  adalah akun Instagram @lensa_berita_jakarta. Versi narasi keterangan akun itu pemukulan dilakukan oleh pria yang mengaku sebagai anggota TNI.
Terduga pelaku berboncengan dengan sepeda motor dengan seorang perempuan. Diduga perempuan itu istrinya yang tengah menggendong bayi. Pelaku coba menyalip ambulans.
""SEORANG PENGEMUDI AMBULANCE MENGALAMI INTIMIDASI DAN KEKERASAN OLEH PENGENDARA MOTOR YG MENGAKU ANGGOTA TNI,"" demikian tulis keterangan akun itu seperti dikutip, Rabu 22 November 2023.
Terkait hal ini, polisi pun angkat bicara. Kapolsek Matraman, Komisaris Polisi Mobri Panjaitan menyebut pihaknya sudah menerima informasi kejadian ini. Korban disebut telah buat laporan polisi terkait hal tersebut.
""Terkait berita tersebut benar dan untuk korban sudah buat laporan dan dimintai klarifikasi,"" ucap Mobri.
Sementara, Kepala Unit Reserse Kriminal Polsek Matraman, Iptu Mochamad Zen menambahkan, pihaknya sedang mengecek lokasi kejadian untuk mendalami peristiwa itu. Berdasar pengakuan, terduga pelaku menampar korban.
Namun, pihaknya belum bisa memastikan apakah terduga pelaku benar anggota TNI. Kata dia, korban juga sudah divisum.
""Sudah divisum, ditempeleng. Sudah divisum diantar anggota nanti hasilnya 14 hari. Kita belum tahu belum bisa menyimpulkan tapi hanya ditempeleng,” kata Iptu Zen.
Dia mengatakan pihaknya tengah meminta keterangan sejumlah saksi. “Kita lagi interogasi saksi-saksi belum lengkap belum terima laporannya, saksi diperiksa dua. Lagi penyelidikan, yang jelas masih ditindaklanjuti lagi penyelidikan,"" katanya.",https://www.viva.co.id/berita/kriminal/1660113-detik-detik-pria-boncengan-dengan-istri-hajar-sopir-ambulans-ngakunya-anggota-tni?page=all,kriminal
Pengakuan Mengejutkan Tersangka Penggelapan Mobil Jessica Iskandar Kabur ke Luar Negeri,"Jakarta - Christopher Sfefanus Budianto (CSB) yang merupakan tersangka kasus penipuan dan penggelapan  sewa mobil artis Jessica Iskandar mengaku maksudnya kabur keluar negeri adalah untuk cari modal dengan berbisnis.
""Kalau yang bersangkutan bilang, sementara hasil interview, yang bersangkutan mau bekerja atau bisnis di negara-negara tersebut,"" ucap Kepala Subdirektorat Ranmor Direktorat Reserse Kriminal Umum Polda Metro Jaya, Komisaris Polisi Yuliansyah di Markas Polda Metro Jaya, Rabu 22  November 2023.
Christoper berdalih uang hasil bisnisnya di luar negeri tersebut bakal dihimpun untuk membayar para korban penipuannya, termasuk Jedar. Bisnis yang dijalankannya serupa seperti apa yang dia lakukan di Tanah Air, yaitu bisnis penyewaan mobil.
""Jadi yang bersangkutan mencoba mencari satu pekerjaan yang bisa mengumpulkan sejumlah dana untuk dikembalikan kepada para korban yang ada di Jakarta. Jadi pertama itu di bulan Mei 2022, itu si tersangka ke Singapura. dari Singapura tersangka sering bolak-balik antara Bangkok, pernah juga ke Hongkong, pernah juga ke Vietnam. Itu yang akan kami dalami sesuai dengan perlintasan,"" kata dia.
Sebelumnya diberitakan, Christopher Sfefanus Budianto (CSB) yang merupakan tersangka kasus penipuan  dan penggelapan sewa mobil artis Jessica Iskandar, ditangkap. Hal itu diungkap Kepala Divisi Hubungan Internasional Polri, Inspektur Jenderal Polisi Krishna Murti.
""Benar, yang bersangkutan telah ditangkap,"" kata dia kepada wartawan, Senin 20 November 2023.
Adapun yang bersangkutan ditangkap di Thailand. Christopher sebelumnya sudah masuk red notice Interpol. Dengan bantuan polisi dan imigrasi Thailand, alhasil tersangkapun berhasil diamankan.
Diketahui, polisi telah memanggil Christopher Stefanus sebelum ditetapkan sebagai tersangka sebanyak dua kali. Namun, dari dua panggilan tersebut, Christopher tak pernah hadir.
Adapun laporan Jessica Iskandar atas kasus penipuan dan penggelapan mobil ini dilaporkan ke Polda Metro Jaya pada 15 Juni 2022. Saat itu, Christopher Stefanus dilaporkan dengan dugaan Pasal 378 KUHP dan atau Pasal 372 KUHP tentang Penipuan.",https://www.viva.co.id/berita/kriminal/1660027-pengakuan-mengejutkan-tersangka-penggelapan-mobil-jessica-iskandar-kabur-ke-luar-negeri?page=all,kriminal
